REVIEWER,REVIEW_DATE,REVIEW_DURATION,REVIEW,1 NAME,RATING,NO OF STARS,PRICE,AMENITY 1,AMENITY 2,AMENITY 3,AMENITY 4,HNO
Muthu Manicka Vignesh,05-May,a week ago on,"Room was great, receptionist Indu was very kind and she helped us book the room seamlessly. Good room service. They had a restaurant which we have to pay. Although there's an option for complimentary buffet breakfast",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Srijan Sh,05-May,a month ago on,"Very good and polite staff, they understand English (and maybe even Hindi), extremely close to airport. Definitely recommend this to anyone who wants a short stay near Chennai airport. They also have airport pickup and drop at a rate charged by any pre-paid taxi service. Also, good food in their attached restaurant.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
anoop k,05-May,4 months ago on,Our experience at NK Grand Grand Park 1 for my daughter's birthday party was absolutely wonderful. The awesome food served at the event left everyone delighted and satisfied. The friendly staff went above and beyond to ensure our guests …,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Tanaya H,04-May,3 months ago on,Our guests arrived on 12 Nov & 13 Nov. Special thanks to Ms. Indu ji for the booking & arrangements. 1 is very close to the airport. Rooms were clean. Service was good. The restaurant food was tasty and extremely good. Overall a nice stay.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
SYED TALMEEZ UDDIN,05-May,a month ago on,The 1 was great. The rooms were really clean and hygienic. The service was great especially the food. The cousine was mouth watering. The location is really close to the airport which is also great .I enjoyed my stay there . It is one of the best 1's in the town,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Jeyakannan Nagarathinam,04-May,a week ago on,I booked over call and the recipient indu supported through whatsapp fir easy and faster booking. Complementary Breakfast and thier restaurant service also Good. For Airport transfers ideal location. Just opposite the ppl park also there.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Dr. Senthil Kumar Murugesan,05-May,a month ago on,"Nice 1, we had great experience and we all enjoyed our conference meeting . Great ambiance and the staff members were very friendly and helpful. A special thanks to the operational manager, Mr.Saravanan, and the receptionist, …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Arpit Yadav,05-May,4 days ago on,"The 1 is good, especially friendly staff and good service, near and clean rooms and delicious food available at 1 restaurant,
From Reservation department work by Madam Indu very attentive, …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Gauravi,01-May,3 weeks ago on,DO NOT EVER BOOK THIS PROPERTY UNLESS YOU LIKE BUGS.  This is the worst 1 I have ever seen in my whole life. I chose to stay here as it was close to the airport and it says its 3 star 1. My no means it should be called a 3 star …,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Mahesh Reddy,05-May,a month ago on,We conducted our son birthday here and all the staff members arranged it well especially Ilamaraja P . Food is exceptional and even decor was as as expected. I thank all the staff of NK Grand park who made our the staff of NK Grand park who made our day even special..,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
mohamed Azis,05-May,3 months ago on,Nice stay. Rooms are cleaned . Very near to the Airport. The restaurant food was taste and extremely good. The special mention Mr. Kalidoss in front office staff so kind and helpful manor. Over all good experience.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Vasanth S,05-May,2 months ago on,"Had a pleasant stay , clean room and very cooperative staffs especially indu madam , booking formalities and required arrangements were done in quick manner , safe to stay , excellent in all aspects",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Himanshu dwivedi,05-May,5 months ago on,"This was an extremely charming , elegant 1 with beautiful rooms & specially the road view from my room was amazing. The receptionist Mr. @Rajendra Prasad & Kalidass was extremely helpful and welcoming. He went out of her way to be …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Ashwin K,04-May,a week ago on,Indu helped me with the reservation and gave us the discount on the accomodation. Stay was good. But service can be improved.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Indumathi I,05-May,3 months ago on,I am so happy to stay here. everything is so good definitely I will come next time....and front are so good. Food also super .i recommend this 1 to everyone.House keeping staff very good............,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Arun R,05-May,6 months ago on,"Very close to the airport. Arrived midnight and the check in was smooth. The front desk person gave us the family suite. Room was clean, no noise and great service. I wish the 1 had more parking lots. Overall a nice stay.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Saravana Kumar,05-May,a month ago on,Good maintenance. Clean and spacious room. Friendly services. I used to stay here whenever I go official trip to Chennai.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Bibi Paravoor,05-May,5 months ago on,"I am Binu. I staying there in two days with my family .we are so happy ,.very co operative staff, neat and clean rooms. Also the restaurant is good, food supply is little slow to serve.... But overall very good ambience to stay here..We will visit again.👍 …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Vignesh Sundar,04-May,7 months ago on,We did our son's first birthday here last month . Party hall is totally awesome and great . Only con is that they don't have any parking . They had only 10 parking slots of which 5-6 was already occupied by the 1 itself. We had to park …,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Sathish Kumar,01-May,3 months ago on,Worst hospitality to driver (who came with customer and wait for customer final airport drop because they lose the business they are charging 400 for seden and 800 for  for Innova  for 1.5 kms There is no humanism in that 1  A DRIVER... …,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Karthigeyan Karthigeyan,05-May,a week ago on,Very good hospitality. Good complementary breakfast with neat and clean rooms.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
ANIRUDH AWESOME,05-May,3 months ago on,"The 1 is good to stay .The 1 staff is cooperative and disciplined.They are always ready to help you.As far the food is concern,it is nice and tasty.Specially the matar  Paneer which I like the most.It is well connected to public transport.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Hemanth Vungarala,01-May,4 months ago on,"Pathetic place. Cockroaches, blocked drains in showers and dangerously slippery room floor. Has to stay for a one day official visit was booked by official service. I am getting it block by them so that no one in my office get this bad experience.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
JOYAL JOSE,01-May,6 months ago on,"One of the worst 1 in Chennai. The rooms are not clean , the toilet exhaust is not working properly . When I informed that to the reception they said we fix it soon .But 3 days I stayed in the 1 , till that time they are not …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Enoch L S,05-May,2 months ago on,"We family had great stay, specially thanks to staff Indu and kali,.. who really helps us quickly we need assistance..",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
vimal kushwah,05-May,5 months ago on,"I stayed here with my family and we all liked it very much.  The whole staff was very nice, the bathroom or the room was very clean or the food here was very tasty.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
nithya dheena,04-May,4 months ago on,"Good room service, convenient location near airport. I appreciate the friendly service of Mr.Kalidas, the receptionist. Room service is appreciable.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Goutam Debsarkar,03-May,6 months ago on,"Located at Pallavaram this place is a good one for one or two nights' stay. Very close to the Chennai Airport. Taxis are easily available. Spacious rooms, clean linens, afew small cockroaches are also there. Free brekfast. Food is nice, palatable to North Indian tongues.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
sundari balasubramanian,05-May,3 months ago on,It Was Very Good Very Very Very super 1 with very kind staffs i was accompanied by ilam raja team and they was so kind respectful and very helpfull to us overall best 1 in city,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Raj Kumar,05-May,6 days ago on,All are fine experience...Food very fine.orid Vada fine,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Maruthy S,05-May,5 months ago on,"Excellent 👍,the staff at the Front office Mr.Kalidoss, and Mr.prasad was great.the room was neat and clean,the restaurant      food was delicious 😋..very near to the Airport. …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
vatsala devi,05-May,5 months ago on,Staffs are very polite. Nice locality. Food is good. Excellent service for the reasonable tariff.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Kapparamohan,01-May,4 months ago on,"Room was nasty small cocroaches are in the room, pathetic age old  beds and pillows, still facing back pain, waste of money, for was unhygienic, this will be my last visit to this 1.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
viji,02-May,a year ago on,"Me and my daughters stayed one night before our flight, since it is near the airport. The guy who was in reception doesn't fit for that position.  Very harsh to everyone. Rooms are not clean, the pillows and towels are dirty. The toilet …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Prasanna Sambamoorthy,04-May,2 months ago on,"Very good location awith good ambience,nice hospitality wonderful place ,worthable for money",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Durai Raj,05-May,2 days ago on,"Nice rooms ,very neat and clean rooms and food was very nice",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Mamta Shah,05-May,6 months ago on,"I visited this 1 as it was near to Airport but besides this I found it very comfortable,rooms are very neat and clean,the breakfast was yummy and served hot .",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Madhurima Aiyar,03-May,7 months ago on,"Location is convenient for travelers to visit. Rooms are usually big, but not maintaining by the 1 properly.
Food is average, a bit pricey for the quality.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Syed Faiz Abbas,04-May,7 months ago on,I stayed for two days during a business trip and my overall experience was good. Food is good here rooms are spacious and clean. Staff is also supportive .,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
RENGARAJ RAMAMOORTHY,04-May,4 months ago on,"Location,food and staffs are good and helpful. Rooms are ok type.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Saravana priyan S,05-May,4 months ago on,Good atmosphere with decent rooms. Had a quality time with family,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
renita jayapaul,03-May,4 months ago on,Not a single person came to clean the room k stayed 2 days hype expensive. Nt g8,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Naveen Kumar,01-May,a month ago on,Rooms should be clean and hygiene. Full of small cockroaches in bed,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Sourav Das,01-May,3 weeks ago on,Very bad. They cheat people. Always bargain before booking.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
GT Holidays,01-May,7 months ago on,"very very very bad experience which we faced with NK grand for a group booking of 10 rooms,
Mr.Arun very rude and shouting like something, he is not a Eligilbe  person to …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Gautham Mickey,03-May,2 months ago on,Rooms are clean and tidy.Food could have been better.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Anirudh Sethi,02-May,8 months ago on,"Good Location - very close to airport, Above Average Rooms, Below Average Service. …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
DrNilesh_ F,04-May,a year ago on,I chose this 1 to get a night's sleep for my family during long layover. We could easily get a cab from airport and reached to this 1 in 5 min at late night. Check in was quick and smooth. Room and bathroom were good. A few …,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Abhishek betala,01-May,9 months ago on,Upon arrival Mr.Arun was arrogant impulsive and very rude. He responds to queries without even listening. …,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Priya Narayanan,05-May,6 months ago on,Clean and neat place but little bit coslty. Not allowing more than 2 person in rooms.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Anant Waghchoure,01-May,a year ago on,"Location was close to Airport.
The 1 was booked by our corporate travel desk from Monday to Friday.
First room alloted 206 was very dirty. Requested to change. Shifted to 107. …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Akash Jain,01-May,a year ago on,"Rooms were not cleaned
Bathrooms were bad
Cockroaches in rooms …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Priya Christopher,05-May,a year ago on,"Celebrated our daughter birthday here in galaxy Hall. Arrangements were good, food was tasty especially NV, friendly staffs. Special mention Mr. Saravana sir, such a gentleman. listened very politely, and executed everything as we asked. …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Sadasivam Gowthaman,04-May,a year ago on,A decent 1 near Chennai International Airport. Located easily accessible road with limited car parking space. 1 rooms are well maintained and hygienic. There is a restaurant and foods are tasty! Suitable for family & friends. 1 also provide party hall for family & corporate gathering with food. Recommend!,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Praveer Shetty,01-May,a year ago on,Location is good for Airport traveling. Stayed there for day before catching flight to Andaman. 1 rooms are very small and not clean. Dusty rooms and bathroom is even smaller. Bathroom drainage issues and staffs are also not so friendly,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Dillikumar Rajasekar,01-May,9 months ago on,"The receptionist was very rude, had a bitter experience. Just now gone through the review section,  so many complaints on receptionist 😲. Surprised to see, action not being taken on receptionist🤔. …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Shri Deiveni,03-May,10 months ago on,"Located very near to chennai airport.

Restaurant is good but takes lot of time to serve. …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Prasanna Sankaranarayanan,03-May,a month ago on,Not as expected. It would be ok if you just want to crash for a night.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Prasanth Manoj Kumar,01-May,a year ago on,"The receptionist behaviour is very worst!!.. i entered the reception around 3 am , not to book a room but to enquire whether they can print a flight ticket related document for me. The receptionist said, we can't print documents.... I …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Rajesh Sutradhar,04-May,10 months ago on,"Very clean and tidy room, spacious jz near railway station u can drag ur bag and go. Only prblem they don't gv early check in, might be room not available.. ☹️",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Deepak V,01-May,a year ago on,"Worst maintenance room was very dirty, pillows were not clean and the 1 manager was very rude to us and called us around 3 am to check how many guests were there. He wanted to do an audit at 3am and in the meaning when my wife asked …",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
shyam vattamthanam,03-May,a year ago on,"The location of the 1 is near to the chennai airport, and the 1 it's self is a decent on for family and business stay. Good number of eateries nearby and we'll connected to go around the city.",1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Chandramohan KV,03-May,a year ago on,Request F & B to look into the cutlery washing it was spoon and fork as well as side plates were found not cleaned properly.  Please be reminded it's covid time and health and heigine should be taken utmost care. …,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
Udhaya Kumar,01-May,3 weeks ago on,No proper respond to the customer very difficulties to book the room.,1 NK Grand Park,3.9,3,2943,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned,2
